Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index,Region,Income group,Population_Density_Category,AQI_category,Decade,CO2_per_Population,PM_Ratio,Net_Forest_Change_%,Pollution_Health_Impact
Australia,Adelaide,2017,99.39,44.1,103.84,3.82,1.33,5.5,4.41,179.15,4088.7,132.46,36.07,78.73,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03238868376653545,0.4246918335901387,-2.4899999999999998,1.2465822149755423
Australia,Adelaide,2017,65.42,40.87,68.28,3.36,1.32,7.49,5.99,253.17,449.04,145.89,40.16,81.15,East Asia & Pacific,High income,Moderate,Moderate,2010s,0.32417118478357476,0.5985647334504979,-2.04,0.7963481436396834
Australia,Adelaide,2017,73.86,31.31,67.64,2.61,2.43,7.16,6.86,183.01,4188.08,164.61,40.5,80.44,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03929502420579221,0.4628917800118273,-0.17999999999999972,0.9069253438113949
Australia,Adelaide,2017,68.92,32.45,68.74,2.93,1.1,8.47,3.26,332.61,2310.01,125.42,38.07,81.07,East Asia & Pacific,High income,Very High,Moderate,2010s,0.05427064357142548,0.47206866453302304,-1.83,0.8397709272572196
Australia,Adelaide,2017,33.2,23.19,35.45,1.36,1.46,5.03,3.52,486.12,689.01,100.34,42.33,83.76,East Asia & Pacific,High income,High,Good,2010s,0.14541818234518342,0.6541607898448519,0.09999999999999987,0.39169419537517697
Australia,Adelaide,2017,51.09,22.71,41.74,1.53,2.05,5.11,6.1,143.7,1814.08,133.16,42.8,81.88,East Asia & Pacific,High income,High,Moderate,2010s,0.0733631575467748,0.5440824149496886,0.5199999999999998,0.6164333976833978
Australia,Adelaide,2017,58.36,29.81,49.23,2.86,2.74,3.26,6.55,343.07,2178.37,127.69,43.19,81.8,East Asia & Pacific,High income,Very High,Moderate,2010s,0.05859032656226341,0.6055250863294739,-0.11999999999999966,0.7048309178743961
Australia,Adelaide,2017,101.54,58.58,85.5,1.43,0.73,5.74,5.49,366.75,4404.07,153.91,36.36,78.96,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.03493928586832899,0.6851461988304094,-0.7,1.2698849424712357
Australia,Adelaide,2017,108.75,66.75,98.93,2.45,1.97,3.39,6.26,457.92,4811.275,140.86,38.86,78.67,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.02927097890290975,0.6747194986353987,-0.4800000000000002,1.3650056482992343
Australia,Adelaide,2017,118.0,73.62,109.73,3.58,2.2,9.52,4.91,328.74,4949.18,173.99,38.07,77.79,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.03514821683251922,0.6709195297548528,-1.38,1.4976519862926767
Australia,Adelaide,2017,90.13,38.45,90.78,3.27,2.7,8.08,4.37,134.0,574.04,130.46,44.27,79.26,East Asia & Pacific,High income,High,Moderate,2010s,0.22687117417918756,0.4235514430491298,-0.5699999999999998,1.122975330176925
Australia,Adelaide,2017,60.81,42.1,43.03,0.57,2.86,5.87,7.44,480.59,954.36,137.88,47.06,81.91,East Asia & Pacific,High income,High,Moderate,2010s,0.14432255903533744,0.978387171740646,2.29,0.733445905198408
Australia,Adelaide,2017,105.81,53.76,74.45,2.44,1.69,8.14,7.7,394.43,2548.33,168.29,40.09,78.73,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.06601342313470598,0.7220953660174614,-0.75,1.3271039759187258
Australia,Adelaide,2017,84.47,49.16,65.12,0.82,0.85,6.11,2.32,129.5,1584.17,96.75,40.16,79.63,East Asia & Pacific,High income,High,Moderate,2010s,0.06103446318060523,0.7549140049140048,0.030000000000000027,1.0476249534912565
Australia,Adelaide,2017,69.68,35.13,52.53,3.07,2.59,8.78,7.25,412.13,2848.77,175.14,41.86,81.18,East Asia & Pacific,High income,Very High,Moderate,2010s,0.06145759131438677,0.6687607081667619,-0.48,0.84789486493064
Australia,Adelaide,2017,106.7,46.74,105.37,3.0,2.49,8.83,6.59,166.61,3118.96,170.58,41.34,78.22,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.05467377786894704,0.44357976653696496,-0.5099999999999998,1.346882100479677
Australia,Adelaide,2017,73.64,40.2,77.87,1.53,2.58,3.19,3.09,191.45,3059.74,110.16,43.14,80.47,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03599129622248214,0.5162450237575447,1.05,0.9038910028231251
Australia,Adelaide,2017,22.61,14.46,20.5,3.37,1.69,3.7,2.13,402.55,375.06,64.54,41.32,84.3,East Asia & Pacific,High income,Moderate,Good,2010s,0.17162154975269905,0.7053658536585367,-1.6800000000000002,0.26506447831184055
Australia,Adelaide,2017,81.93,38.25,76.99,2.76,2.17,5.57,6.76,381.97,2418.89,135.29,41.34,80.3,East Asia & Pacific,High income,Very High,Moderate,2010s,0.055907499927682666,0.49681776854136905,-0.5899999999999999,1.0077490774907751
Australia,Adelaide,2017,62.58,25.1,63.23,1.34,1.68,7.96,4.48,224.09,303.6,142.05,43.39,81.28,East Asia & Pacific,High income,Moderate,Moderate,2010s,0.46634931057124096,0.3969634667088408,0.33999999999999986,0.7605736509479825
Australia,Adelaide,2017,79.3,40.17,86.2,2.93,0.98,5.41,3.84,241.74,1599.2,104.01,38.41,80.2,East Asia & Pacific,High income,High,Moderate,2010s,0.06499812523434571,0.4660092807424594,-1.9500000000000002,0.9766009852216748
Australia,Adelaide,2017,92.17,37.45,71.09,3.23,2.87,5.82,6.5,109.86,272.04,141.68,45.09,79.08,East Asia & Pacific,High income,Moderate,Moderate,2010s,0.5188983299150307,0.5267970178646786,-0.3599999999999999,1.150974025974026
Australia,Adelaide,2017,63.7,43.85,69.56,2.25,0.57,4.79,5.87,198.79,111.69,127.57,39.34,81.15,East Asia & Pacific,High income,Moderate,Moderate,2010s,1.1320436595971248,0.6303910293271996,-1.6800000000000002,0.7754108338405356
Australia,Adelaide,2017,110.54,68.2,106.24,1.91,2.18,7.41,6.75,157.17,3753.02,156.42,40.88,77.94,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.041667332619431965,0.6419427710843374,0.27000000000000024,1.4003040283759818
Australia,Adelaide,2017,41.02,23.48,32.07,3.02,0.88,4.67,3.52,334.94,374.54,94.46,39.24,82.93,East Asia & Pacific,High income,Moderate,Good,2010s,0.25153112850828135,0.7321484253196133,-2.14,0.48874061718098416
Australia,Adelaide,2017,86.09,60.05,61.04,1.6,0.76,9.04,7.71,397.24,4170.73,175.02,36.52,80.06,East Asia & Pacific,High income,Very High,Moderate,2010s,0.041953817720705805,0.983781127129751,-0.8400000000000001,1.0620528003947693
Australia,Adelaide,2017,104.62,46.43,99.95,1.0,0.97,7.5,4.21,139.73,3791.95,148.31,38.11,78.31,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.039101490923951016,0.46453226613306653,-0.030000000000000027,1.3191274744672803
Australia,Adelaide,2017,83.24,44.36,70.7,0.94,2.57,9.88,5.43,319.25,3633.12,174.65,43.13,80.09,East Asia & Pacific,High income,Very High,Moderate,2010s,0.048058402034055016,0.6274398868458274,1.63,1.0265137501541497
Australia,Adelaide,2017,68.54,29.48,48.07,3.15,2.69,6.6,4.83,424.24,4397.65,128.88,40.52,81.28,East Asia & Pacific,High income,Very High,Moderate,2010s,0.029299898832596365,0.6132723112128147,-0.45999999999999996,0.8330092367525523
Australia,Adelaide,2017,127.93,57.59,115.61,3.48,0.84,8.28,5.57,103.13,4811.275,162.07,37.19,76.68,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.03367845769412596,0.49814029928206904,-2.64,1.6468846549948506
Australia,Adelaide,2017,77.29,50.24,72.26,2.8,1.49,3.92,5.38,260.29,368.11,112.03,41.3,80.37,East Asia & Pacific,High income,Moderate,Moderate,2010s,0.30351385765760885,0.6952670910600609,-1.3099999999999998,0.9498586702715989
Australia,Adelaide,2017,82.31,43.6,61.36,3.31,1.72,5.96,3.44,170.35,3799.62,121.12,38.05,79.85,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03186848461566797,0.7105606258148631,-1.59,1.0180581323438467
Australia,Adelaide,2017,81.91,55.48,85.9,1.19,1.57,6.75,4.45,197.23,1663.06,143.77,41.84,79.93,East Asia & Pacific,High income,High,Moderate,2010s,0.08639712510366214,0.6458672875436553,0.3800000000000001,1.0121092301989372
Australia,Adelaide,2017,15.0,9.71,12.2,1.5,2.76,4.54,5.49,427.51,721.14,103.04,46.06,84.86,East Asia & Pacific,High income,High,Good,2010s,0.14268701359847122,0.7959016393442624,1.2599999999999998,0.17470300489168414
Australia,Adelaide,2017,99.93,43.15,95.59,3.81,1.19,9.09,5.04,117.61,1364.06,145.46,38.39,78.57,East Asia & Pacific,High income,High,Moderate,2010s,0.10655941863361318,0.4514070509467517,-2.62,1.255875329898203
Australia,Adelaide,2017,40.14,16.76,34.74,1.7,2.14,9.93,2.07,380.54,756.55,112.59,43.96,81.22,East Asia & Pacific,High income,High,Good,2010s,0.14862385321100918,0.48244099021301096,0.44000000000000017,0.48820238384821213
Australia,Adelaide,2018,44.85,28.79,37.51,2.61,0.55,3.39,2.23,291.2,960.23,68.44,38.08,82.59,East Asia & Pacific,High income,High,Good,2010s,0.07120044110150536,0.7675286590242603,-2.0599999999999996,0.536547433903577
Australia,Adelaide,2018,127.95,66.78,105.57,3.58,2.54,9.59,4.57,222.07,1451.53,138.91,42.57,76.91,East Asia & Pacific,High income,High,Sensitive,2010s,0.09563313666499143,0.6325660699062234,-1.04,1.6422795533307664
Australia,Adelaide,2018,93.43,44.19,88.95,1.68,1.46,4.07,4.66,163.92,843.28,101.9,41.87,79.1,East Asia & Pacific,High income,High,Moderate,2010s,0.12069455630833374,0.496795952782462,-0.21999999999999997,1.1664169787765295
Australia,Adelaide,2018,80.82,51.27,74.76,2.63,2.58,6.12,4.37,432.48,1514.0,128.5,43.59,80.48,East Asia & Pacific,High income,High,Moderate,2010s,0.08481848184818482,0.6857945425361156,-0.04999999999999982,0.9918998527245949
Australia,Adelaide,2018,40.84,23.45,43.63,1.28,2.64,4.87,4.73,474.94,3973.74,125.25,42.68,83.23,East Asia & Pacific,High income,Very High,Good,2010s,0.03151149509150284,0.537474214989686,1.36,0.48486287546004986
Australia,Adelaide,2018,78.85,51.48,78.32,3.29,2.01,5.35,6.36,399.38,2892.55,157.2,39.85,80.54,East Asia & Pacific,High income,Very High,Moderate,2010s,0.054327728914309405,0.6573033707865169,-1.2800000000000002,0.9670100564140298
Australia,Adelaide,2018,111.35,59.06,109.91,2.34,2.48,7.51,7.92,307.93,2116.4,183.43,42.99,78.19,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.08662982903560972,0.5373487398780821,0.14000000000000012,1.4061118828134864
Australia,Adelaide,2018,85.89,41.71,80.51,3.0,2.13,3.73,6.52,171.89,2269.66,135.32,41.13,79.62,East Asia & Pacific,High income,Very High,Moderate,2010s,0.059595007618930176,0.5180722891566265,-0.8700000000000001,1.065368394939221
Australia,Adelaide,2018,65.63,32.29,52.01,3.07,2.56,3.42,3.67,409.55,3197.45,104.82,41.43,81.44,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03277212399756132,0.6208421457412037,-0.5099999999999998,0.7960941290635614
Australia,Adelaide,2018,108.35,45.35,110.76,3.58,1.27,9.69,4.56,208.87,1275.19,143.96,38.96,78.19,East Asia & Pacific,High income,High,Sensitive,2010s,0.112804519703179,0.4094438425424341,-2.31,1.368228311655512
Australia,Adelaide,2018,90.04,37.26,96.25,1.7,1.98,9.41,4.1,195.7,4811.275,146.39,43.7,79.39,East Asia & Pacific,High income,Very High,Moderate,2010s,0.030420123538243346,0.3871168831168831,0.28,1.1200398059460133
Australia,Adelaide,2018,88.0,47.97,82.62,0.51,2.98,3.07,7.95,273.36,1413.19,125.85,47.01,79.68,East Asia & Pacific,High income,High,Moderate,2010s,0.08899087109935722,0.5806100217864923,2.4699999999999998,1.0907288051561725
Australia,Adelaide,2018,92.42,40.58,89.87,3.13,1.23,8.61,5.41,186.19,2615.54,148.62,37.93,79.21,East Asia & Pacific,High income,Very High,Moderate,2010s,0.05680020179320783,0.45154111494380766,-1.9,1.1522254083032042
Australia,Adelaide,2018,64.61,39.71,66.78,1.75,1.09,3.45,7.68,302.69,4536.85,155.62,36.98,81.3,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03429377348303712,0.594639113507038,-0.6599999999999999,0.7850546780072905
Australia,Adelaide,2018,91.65,39.33,85.23,0.86,1.15,8.05,5.2,316.86,2059.0,131.21,40.54,79.52,East Asia & Pacific,High income,Very High,Moderate,2010s,0.06369417475728156,0.46145723336853217,0.2899999999999999,1.13822652757079
Australia,Adelaide,2018,57.68,30.83,51.86,1.72,0.53,3.03,4.33,320.55,2518.73,109.63,37.37,81.8,East Asia & Pacific,High income,Very High,Moderate,2010s,0.04350862989288535,0.5944851523332048,-1.19,0.6966183574879228
Australia,Adelaide,2018,31.74,18.3,32.88,0.8,1.47,6.54,3.71,195.56,2335.15,106.99,41.26,83.28,East Asia & Pacific,High income,Very High,Good,2010s,0.045797572929820424,0.5565693430656934,0.6699999999999999,0.3766018035121025
Australia,Adelaide,2018,127.73,84.73,114.9,2.23,0.86,8.81,3.74,102.1,3293.72,141.07,37.04,76.69,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.04281699203574204,0.7374238468233246,-1.37,1.6440983395546402
Australia,Adelaide,2018,87.25,54.11,61.15,0.78,1.29,9.85,6.24,154.09,4197.99,162.74,38.9,79.49,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03875693916870486,0.8848732624693377,0.51,1.083985588271835
Australia,Adelaide,2018,48.53,19.89,52.54,2.99,2.42,3.41,3.02,472.61,737.46,81.35,43.53,82.71,East Asia & Pacific,High income,High,Good,2010s,0.11016168783684965,0.37856870955462507,-0.5700000000000003,0.5797395771114563
Australia,Adelaide,2018,15.0,6.07,11.77,1.69,2.68,3.82,2.73,386.27,1107.02,91.68,45.24,84.77,East Asia & Pacific,High income,High,Good,2010s,0.0827421887691558,0.5157179269328802,0.9900000000000002,0.17488632388947184
Australia,Adelaide,2018,85.35,47.44,63.0,0.81,1.44,3.9,2.54,158.18,2080.02,109.59,41.45,79.63,East Asia & Pacific,High income,Very High,Moderate,2010s,0.05266167552450241,0.753015873015873,0.6299999999999999,1.0585390053330026
Australia,Adelaide,2018,78.25,46.24,68.79,2.49,1.19,9.99,7.88,484.0,515.34,207.99,40.55,80.75,East Asia & Pacific,High income,High,Moderate,2010s,0.4028159739706395,0.6721907253961331,-1.3000000000000003,0.9571865443425076
Australia,Adelaide,2018,137.5,66.69,124.92,3.41,2.4,5.22,7.7,191.23,4781.69,166.7,39.02,76.22,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.03485486201280033,0.5338616714697406,-1.0100000000000002,1.7806267806267806
Australia,Adelaide,2018,20.19,14.0,15.85,2.06,1.46,3.11,6.38,429.44,194.69,123.31,42.11,84.51,East Asia & Pacific,High income,Moderate,Good,2010s,0.6301292861157954,0.8832807570977919,-0.6000000000000001,0.23611273535259034
Australia,Adelaide,2018,80.68,49.69,82.37,3.77,0.69,5.6,5.29,471.28,669.6,148.71,37.62,80.56,East Asia & Pacific,High income,High,Moderate,2010s,0.2217566358484939,0.6032536117518513,-3.08,0.9892103972535558
Australia,Adelaide,2018,92.82,44.83,78.74,3.97,0.83,8.04,7.05,270.98,2426.01,167.25,36.08,79.35,East Asia & Pacific,High income,Very High,Moderate,2010s,0.06891195339120976,0.5693421386842774,-3.14,1.155196017423771
Australia,Adelaide,2018,97.38,51.56,106.77,2.13,2.48,8.82,2.83,130.79,3490.66,139.79,41.81,78.77,East Asia & Pacific,High income,Very High,Moderate,2010s,0.040035398635605984,0.48290718366582375,0.3500000000000001,1.2207596840917638
Australia,Adelaide,2018,99.36,61.27,88.32,0.62,0.53,8.33,7.35,393.36,2349.31,172.02,38.63,81.22,East Asia & Pacific,High income,Very High,Moderate,2010s,0.0731903451034119,0.6937273550724639,-0.08999999999999997,1.2084650936511798
Australia,Adelaide,2018,82.63,38.83,87.8,2.39,0.87,7.31,4.5,369.8,3889.34,158.6,36.33,80.23,East Asia & Pacific,High income,Very High,Moderate,2010s,0.04076764498732758,0.44225512528473804,-1.52,1.0172350116951865
Australia,Adelaide,2018,70.12,45.1,73.53,0.9,2.4,3.1,5.9,141.74,4834.66,112.45,41.47,80.61,East Asia & Pacific,High income,Very High,Moderate,2010s,0.023254323091367053,0.6133550931592547,1.5,0.8592084303394193
Australia,Adelaide,2018,136.73,88.03,134.62,1.36,0.82,8.24,5.35,174.94,4976.77,148.62,36.12,76.23,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.02985674307973249,0.6539147229237855,-0.5400000000000001,1.7704260002589665
Australia,Adelaide,2018,94.09,54.06,96.46,3.05,1.18,7.19,5.17,121.01,4262.28,163.91,36.22,78.97,East Asia & Pacific,High income,Very High,Moderate,2010s,0.038446923495524574,0.5604395604395604,-1.8699999999999999,1.1765662123296237
Australia,Adelaide,2018,47.83,24.85,50.09,2.74,0.77,4.97,3.39,482.17,2278.44,123.93,37.28,82.78,East Asia & Pacific,High income,Very High,Good,2010s,0.054368616853262206,0.49610700738670394,-1.9700000000000002,0.5708999761279542
Australia,Adelaide,2018,56.64,25.32,61.87,0.71,2.42,4.18,7.23,306.43,4139.54,150.84,42.41,81.84,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03643003086553928,0.40924519153062877,1.71,0.6837276677933365
Australia,Adelaide,2018,25.37,16.77,22.61,1.08,2.76,6.61,4.45,453.16,837.49,128.23,46.36,84.21,East Asia & Pacific,High income,High,Good,2010s,0.1529296711946475,0.7417072091994693,1.6799999999999997,0.2977350076282127
Australia,Adelaide,2018,45.54,25.04,45.29,0.94,1.89,5.93,4.15,393.47,4048.0,131.96,40.67,82.75,East Asia & Pacific,High income,Very High,Good,2010s,0.032590763151395405,0.5528814307794215,0.95,0.5437611940298507
Australia,Adelaide,2018,75.54,44.27,69.22,3.28,2.69,4.97,6.8,353.86,2835.63,135.34,41.94,80.67,East Asia & Pacific,High income,Very High,Moderate,2010s,0.04771154503759743,0.639555041895406,-0.5899999999999999,0.9249418391086078
Australia,Adelaide,2019,63.62,42.53,62.43,0.51,1.69,7.53,6.15,460.58,177.79,162.57,44.39,81.68,East Asia & Pacific,High income,Moderate,Moderate,2010s,0.9092790424520387,0.6812429921512094,1.18,0.7694726656990807
Australia,Adelaide,2019,121.52,66.69,129.78,1.55,1.32,5.35,5.4,141.94,4274.84,140.86,38.14,77.18,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.03294323454572669,0.513869625520111,-0.22999999999999998,1.5543617293425427
Australia,Adelaide,2019,129.25,85.45,94.61,3.9,0.78,8.91,6.27,171.54,3926.92,152.13,34.51,76.73,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.03873042220819161,0.9031814818729521,-3.12,1.662807152965393
Australia,Adelaide,2019,84.53,44.82,62.91,1.36,1.7,4.21,4.55,142.57,1922.65,115.21,41.81,81.22,East Asia & Pacific,High income,High,Moderate,2010s,0.05989135237699165,0.7124463519313305,0.33999999999999986,1.0280953539284845
Australia,Adelaide,2019,74.76,50.13,72.93,1.16,0.53,9.57,5.26,487.04,1532.54,150.86,38.91,80.99,East Asia & Pacific,High income,High,Moderate,2010s,0.0983736974581687,0.6873714520773344,-0.6299999999999999,0.9118185144529822
Australia,Adelaide,2019,75.62,41.27,78.94,3.72,2.82,9.26,4.68,409.38,286.53,153.91,44.44,80.78,East Asia & Pacific,High income,Moderate,Moderate,2010s,0.5352832747887177,0.5228021281986319,-0.9000000000000004,0.9246759598923943
Australia,Adelaide,2019,44.77,30.59,45.0,2.89,0.95,7.98,4.09,487.02,658.86,121.25,39.29,82.99,East Asia & Pacific,High income,High,Good,2010s,0.18375109871790984,0.6797777777777778,-1.9400000000000002,0.5330396475770925
Australia,Adelaide,2019,15.0,7.84,15.39,1.15,0.86,3.18,3.43,499.51,2143.69,85.25,39.28,85.0,East Asia & Pacific,High income,Very High,Good,2010s,0.03974933440264094,0.5094217024041585,-0.2899999999999999,0.1744186046511628
Australia,Adelaide,2019,51.83,32.35,44.96,2.93,1.47,6.39,3.72,229.72,3952.04,114.44,37.52,82.0,East Asia & Pacific,High income,Very High,Moderate,2010s,0.028949871491307955,0.7195284697508897,-1.4600000000000002,0.6244578313253012
Australia,Adelaide,2019,35.9,21.94,25.53,3.49,2.04,4.78,4.35,488.12,529.84,127.89,42.1,83.58,East Asia & Pacific,High income,High,Good,2010s,0.24092005123954485,0.8593811202506855,-1.4500000000000002,0.42445022463939464
Australia,Adelaide,2019,82.59,37.04,70.69,2.75,1.27,4.54,2.69,420.53,4274.87,101.61,36.8,80.33,East Asia & Pacific,High income,Very High,Moderate,2010s,0.02376358495464081,0.5239779318149668,-1.48,1.015492438214681
Australia,Adelaide,2019,118.07,56.93,99.87,3.6,1.01,9.95,7.78,362.4,4777.99,178.24,34.67,81.22,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.037296583587745534,0.5700410533693802,-2.59,1.4360252979810264
Australia,Adelaide,2019,147.67,77.86,130.07,3.03,2.49,8.69,7.68,178.8,4992.88,203.88,39.44,81.22,East Asia & Pacific,High income,Very High,Sensitive,2010s,0.04082597098848991,0.5986007534404552,-0.5399999999999996,1.796035027973729
Australia,Adelaide,2019,51.14,32.5,48.08,1.44,2.34,5.45,3.65,224.67,4168.96,124.29,41.4,82.04,East Asia & Pacific,High income,Very High,Moderate,2010s,0.029806041304952565,0.6759567387687189,0.8999999999999999,0.6158477842003853
Australia,Adelaide,2019,105.95,46.54,104.5,3.62,2.77,9.48,6.34,408.02,1737.08,188.65,42.95,78.75,East Asia & Pacific,High income,High,Sensitive,2010s,0.1085393077418761,0.4453588516746411,-0.8500000000000001,1.3285266457680251
Australia,Adelaide,2019,77.15,39.67,69.62,0.61,2.73,5.91,6.92,191.52,3355.11,146.01,44.24,80.24,East Asia & Pacific,High income,Very High,Moderate,2010s,0.043505725378488784,0.5698075265728239,2.12,0.9496553421959627
